Company,Developer,Application / Job #,Division,City/Town,Zip Code,Circuit ID,Substation,"Hybrid
(Y/N)",Related Application/Job #,"PV
(kWAC)","ESS
(kWAC)","WIND
(kWAC)","MT
(kWAC)","SG
(kWAC)","IG
(kWAC)","FW
(kWAC)","FC
(kWAC)","CHP
(kWAC)","GT
(kWAC)","HYDRO
(kWAC)","ICE
(kWAC)","ST
(kWAC)","OTHER
(kWAC)","Metering
(NA / NM / RNM / CDG)","Value Stack
(Y/N)",Start Date,End Date,Calculated Duration,"Application Approved Date 
(Utility)",Start Date (Must Match Application Approved Date),End Date,Calculated Duration,Payment Received Date,Start Date,End Date,Calculated Duration,CESIR cost to customer,CESIR cost to utility,Estimated Costs by Utility,Actual Customer Project Costs,Actual Utility Project Costs,Down Payment Date,Full Payment Date,Construction Start Date,Construction Complete Date,Verification Testing or Final Acceptance Date,Final Letter of Acceptance Date,Project Complete (Y/N),Utility Retention of REC (Y/N)
Central Hudson,Hudson Solar,CH-02297,Poughkeepsie,Rhinebeck,12572,7072,Stanfordville,No,,22,,,,,,,,,,,,,,NM,No,25/11/2011,02/12/2011,5,02/12/2011,,, ,,,, ,,,,,,,,,,29/12/2011,30/12/2011,Yes,
Central Hudson,Hudson Solar,CH-02298,Poughkeepsie,Stanfordvl,12581,7072,Stanfordville,No,,10,,,,,,,,,,,,,,NM,No,25/11/2011,29/11/2011,2,29/11/2011,,, ,,,, ,,,,,,,,,,22/12/2011,30/12/2011,Yes,
Central Hudson,Hudson Solar,CH-01304,Poughkeepsie,Pleasant Vly,12569,6057,Todd Hill,No,CH-01304,10,,,,,,,,,,,,,,NM,No,28/11/2011,30/11/2011,2,30/11/2011,,, ,,,, ,,,,,,,,,,28/12/2011,30/12/2011,Yes,
Central Hudson,Hudson Solar,CH-01916,Fishkill,Fishkill,12524,8094,Fishkill Plains,No,,4,,,,,,,,,,,,,,NM,No,28/11/2011,28/11/2011,0,28/11/2011,,, ,,,, ,,,,,,,,,,05/12/2011,05/12/2011,Yes,
Central Hudson,Hudson Solar,CH-01961,Newburgh,New Windsor,12553,4044,Union Ave,No,,6,,,,,,,,,,,,,,NM,No,28/11/2011,28/11/2011,0,28/11/2011,,, ,,,, ,,,,,,,,,,14/06/2012,21/06/2012,Yes,
Central Hudson,Hudson Solar,CH-02012,Catskill,Catskill,12414,2005,North Catskill,No,,5,,,,,,,,,,,,,,NM,No,28/11/2011,28/11/2011,0,28/11/2011,,, ,,,, ,,,,,,,,,,20/12/2011,21/12/2011,Yes,
Central Hudson,Hudson Solar,CH-02038,Kingston,Woodstock,12498,3012,Woodstock,No,,7.4,,,,,,,,,,,,,,NM,No,28/11/2011,28/11/2011,0,28/11/2011,,, ,,,, ,,,,,,,,,,30/12/2011,04/01/2012,Yes,
Central Hudson,Hudson Solar,CH-02234,Kingston,Kingston,12401,1024,East Kingston,Yes,,4.5,4.5,,,,,,,,,,,,,NM,No,30/11/2011,30/11/2011,0,30/11/2011,,, ,,,, ,,,,,,,,,,04/10/2013,11/10/2013,Yes,
Central Hudson,SolarCity,CH-05891,Poughkeepsie,Lagrange,12540,6055,Todd Hill,No,,10,,,,,,,,,,,,,,NM,No,02/12/2011,02/12/2011,0,02/12/2011,,, ,,,, ,,,,,,,,,,13/03/2012,20/03/2012,Yes,
Central Hudson,SolarCity,CH-06275,Newburgh,New Windsor,12553,4052,Union Ave,No,,12,,,,,,,,,,,,,,NM,No,28/11/2011,29/11/2011,1,29/11/2011,,, ,,,, ,,,,,,,,,,03/05/2012,08/05/2012,Yes,
Central Hudson,SolarCity,CH-07069,Newburgh,Newburgh,12550,5004,Marlboro,No,,4,,,,,,,,,,,,,,NM,No,28/11/2011,29/11/2011,1,29/11/2011,,, ,,,, ,,,,,,,,,,06/06/2012,11/06/2012,Yes,
Central Hudson,Mannino Electric,CH-02603,Kingston,High Fls,12440,3022,High Falls,No,,3.01,,,,,,,,,,,,,,NM,No,29/11/2011,30/11/2011,1,30/11/2011,,, ,,,, ,,,,,,,,,,27/12/2011,30/12/2011,Yes,
Central Hudson,Kirchhoff Green Energy LLC,CH-03553,Poughkeepsie,Red Hook,12571,7061,Milan,No,,35,,,,,,,,,,,,,,NM,No,29/11/2011,06/12/2011,5,06/12/2011,,, ,,,, ,,,,,,,,,,29/02/2012,09/03/2012,Yes,
Central Hudson,SolarCity,CH-05268,Newburgh,Highland,12528,5082,Highland,No,,7.5,,,,,,,,,,,,,,NM,No,29/11/2011,01/12/2011,2,01/12/2011,,, ,,,, ,,,,,,,,,,19/03/2012,20/03/2012,Yes,
Central Hudson,Hudson Solar,CH-02450,Poughkeepsie,Pleasant Vly,12569,6057,Todd Hill,No,CH-01304,13,,,,,,,,,,,,,,NM,No,30/11/2011,06/12/2011,4,06/12/2011,,, ,,,, ,,,,,,,,,,28/12/2011,30/12/2011,Yes,
Central Hudson,Mountaintop Greene Clean Energy,CH-02706,Catskill,Elka Pk,12427,2385,Lawrenceville,No,,2.58,,,,,,,,,,,,,,NM,No,15/12/2011,15/12/2011,0,15/12/2011,,, ,,,, ,,,,,,,,,,24/01/2012,24/01/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03798,Kingston,Port Ewen,12466,1012,Boulevard,No,,8.5,,,,,,,,,,,,,,NM,No,05/12/2011,05/12/2011,0,05/12/2011,,, ,,,, ,,,,,,,,,,26/03/2012,28/03/2012,Yes,
Central Hudson,SolarCity,CH-07012,Newburgh,Newburgh,12550,4051,Union Ave,No,,3.8,,,,,,,,,,,,,,NM,No,05/12/2011,05/12/2011,0,05/12/2011,,, ,,,, ,,,,,,,,,,25/05/2012,30/05/2012,Yes,
Central Hudson,Northeast Smart Energy LLC,CH-02773,Fishkill,Garrison,10524,8086,Tioronda,No,,19,,,,,,,,,,,,,,NM,No,22/12/2011,22/12/2011,0,22/12/2011,,, ,,,, ,,,,,,,,,,11/07/2012,13/07/2012,Yes,
Central Hudson,Solar Generation,CH-08310,Newburgh,Wallkill,12589,5043,East Walden,No,CH-01146,4.4,,,,,,,,,,,,,,NM,No,07/12/2011,08/12/2011,1,08/12/2011,,, ,,,, ,,,,,,,,,,13/01/2012,16/01/2012,Yes,
Central Hudson,Solar Generation,CH-08154,Kingston,Kingston,12401,2094,Hurley Ave,No,,6.93,,,,,,,,,,,,,,NM,No,08/12/2011,09/12/2011,1,09/12/2011,,, ,,,, ,,,,,,,,,,13/01/2012,16/01/2012,Yes,
Central Hudson,Solar Generation,CH-08162,Kingston,Bearsvl,12409,3012,Woodstock,No,,3.15,,,,,,,,,,,,,,NM,No,08/12/2011,09/12/2011,1,09/12/2011,,, ,,,, ,,,,,,,,,,16/01/2012,18/01/2012,Yes,
Central Hudson,United Green Solutions LLC,CH-09731,Newburgh,Newburgh,12550,4015,West Balmville,No,,6.37,,,,,,,,,,,,,,NM,No,14/12/2011,14/12/2011,0,14/12/2011,,, ,,,, ,,,,,,,,,,06/01/2012,12/01/2012,Yes,
Central Hudson,SolarCity,CH-05534,Catskill,Catskill,12414,2001,North Catskill,No,,5,,,,,,,,,,,,,,NM,No,12/12/2011,16/12/2011,4,16/12/2011,,, ,,,, ,,,,,,,,,,06/06/2012,11/06/2012,Yes,
Central Hudson,2K Solar Inc,CH-00621,Newburgh,New Paltz,12561,5025,Ohioville,Yes,CH-00621,4.2,,,,,,,,,,,,,,NM,No,27/12/2011,29/12/2011,2,29/12/2011,,, ,,,, ,,,,,,,,,,07/02/2012,10/02/2012,Yes,
Central Hudson,SolarCity,CH-05238,Catskill,Athens,12015,1074,Coxsackie,No,,4.7,,,,,,,,,,,,,,NM,No,20/12/2011,20/12/2011,0,20/12/2011,,, ,,,, ,,,,,,,,,,06/03/2012,06/03/2012,Yes,
Central Hudson,Sungevity Inc,CH-09339,Fishkill,Wappingrs Fls,12590,8094,Fishkill Plains,No,,8.5,,,,,,,,,,,,,,NM,No,20/12/2011,21/12/2011,1,21/12/2011,,, ,,,, ,,,,,,,,,,18/05/2012,23/05/2012,Yes,
Central Hudson,SolarCity,CH-05014,Kingston,Kingston,12401,2094,Hurley Ave,No,,6,,,,,,,,,,,,,,NM,No,27/12/2011,03/01/2012,4,03/01/2012,,, ,,,, ,,,,,,,,,,26/03/2012,26/03/2012,Yes,
Central Hudson,SunDog Solar,CH-09156,Catskill,S Westerlo,12163,1091,Westerlo,No,,4.73,,,,,,,,,,,,,,NM,No,27/12/2011,03/01/2012,4,03/01/2012,,, ,,,, ,,,,,,,,,,06/02/2012,09/02/2012,Yes,
Central Hudson,Mountaintop Greene Clean Energy,CH-02709,Catskill,Lexington,12452,2389,Vinegar Hill,No,,2.58,,,,,,,,,,,,,,NM,No,28/12/2011,04/01/2012,4,04/01/2012,,, ,,,, ,,,,,,,,,,21/05/2012,31/05/2012,Yes,
Central Hudson,Solar Generation,CH-08280,Kingston,Woodstock,12498,3014,Woodstock,No,CH-08280,3.44,,,,,,,,,,,,,,NM,No,30/12/2011,05/01/2012,3,05/01/2012,,, ,,,, ,,,,,,,,,,30/01/2012,03/02/2012,Yes,
Central Hudson,Titan Power Systems LLC,CH-09716,Kingston,W Hurley,12491,2094,Hurley Ave,Yes,CH-09716,,,5.5,,,,,,,,,,,,NM,No,19/01/2012,19/01/2012,0,19/01/2012,,, ,,,, ,,,,,,,,,,18/01/2013,21/01/2013,Yes,
Central Hudson,SolarCity,CH-05278,Fishkill,Beacon,12508,8018,Forgebrook,No,,5,,,,,,,,,,,,,,NM,No,03/01/2012,05/01/2012,2,05/01/2012,,, ,,,, ,,,,,,,,,,26/03/2012,26/03/2012,Yes,
Central Hudson,SolarCity,CH-05879,Poughkeepsie,Verbank,12585,6057,Todd Hill,No,,9.4,,,,,,,,,,,,,,NM,No,03/01/2012,05/01/2012,2,05/01/2012,,, ,,,, ,,,,,,,,,,26/03/2012,09/04/2012,Yes,
Central Hudson,Lotus Energy Inc.,CH-03879,Poughkeepsie,Barrytown,12507,7056,Rhinebeck,No,,3.01,,,,,,,,,,,,,,NM,No,05/01/2012,11/01/2012,4,11/01/2012,,, ,,,, ,,,,,,,,,,16/03/2012,22/03/2012,Yes,
Central Hudson,Titan Power Systems LLC,CH-09713,Catskill,Hunter,12442,2385,Lawrenceville,No,,,,12,,,,,,,,,,,,NM,No,19/01/2012,20/01/2012,1,20/01/2012,,, ,,,, ,,,,,,,,,,08/03/2012,08/03/2012,Yes,
Central Hudson,Novel Approaches,CH-02783,Kingston,Kingston,12401,1011,Boulevard,No,,5,,,,,,,,,,,,,,NM,No,10/01/2012,13/01/2012,3,13/01/2012,,, ,,,, ,,,,,,,,,,31/01/2012,03/02/2012,Yes,
Central Hudson,Conscious Energy,CH-00793,Kingston,Saugerties,12477,3003,Saugerties,No,,10.32,,,,,,,,,,,,,,NM,No,30/01/2012,02/02/2012,3,02/02/2012,,, ,,,, ,,,,,,,,,,03/02/2012,24/02/2012,Yes,
Central Hudson,Titan Power Systems LLC,CH-09714,Poughkeepsie,Rhinebeck,12572,7053,Rhinebeck,No,,,,1.2,,,,,,,,,,,,NM,No,12/01/2012,19/01/2012,5,19/01/2012,,, ,,,, ,,,,,,,,,,30/03/2012,30/03/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00847,Poughkeepsie,Clinton Corners,12514,7013,Hibernia,No,CH-00847,4.515,,,,,,,,,,,,,,NM,No,18/01/2012,23/01/2012,3,23/01/2012,,, ,,,, ,,,,,,,,,,04/04/2012,10/04/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00851,Poughkeepsie,Red Hook,12571,7062,Milan,No,,6.45,,,,,,,,,,,,,,NM,No,23/01/2012,23/01/2012,0,23/01/2012,,, ,,,, ,,,,,,,,,,04/04/2012,09/04/2012,Yes,
Central Hudson,SolarCity,CH-06745,Poughkeepsie,Poughkeepsie,12603,6092,Manchester,No,CH-06745,6.58,,,,,,,,,,,,,,NM,No,20/01/2012,23/01/2012,1,23/01/2012,,, ,,,, ,,,,,,,,,,03/05/2012,07/05/2012,Yes,
Central Hudson,SolarCity,CH-07781,Fishkill,Wappingrs Fls,12590,8045,Myers Corners,No,,6,,,,,,,,,,,,,,NM,No,20/01/2012,23/01/2012,1,23/01/2012,,, ,,,, ,,,,,,,,,,23/03/2012,26/03/2012,Yes,
Central Hudson,Sungevity Inc,CH-09555,Newburgh,Wallkill,12589,5042,East Walden,No,,10.2,,,,,,,,,,,,,,NM,No,23/01/2012,23/01/2012,0,23/01/2012,,, ,,,, ,,,,,,,,,,27/04/2012,07/05/2012,Yes,
Central Hudson,SolarCity,CH-05614,Kingston,W Hurley,12491,2094,Hurley Ave,No,,13,,,,,,,,,,,,,,NM,No,24/01/2012,26/01/2012,2,26/01/2012,,, ,,,, ,,,,,,,,,,01/05/2012,09/05/2012,Yes,
Central Hudson,Hudson Solar,CH-01416,Poughkeepsie,Millerton,12546,7081,Millerton,No,,48,,,,,,,,,,,,,,NM,No,26/01/2012,30/01/2012,2,30/01/2012,,, ,,,, ,,,,,,,,,,22/03/2012,23/03/2012,Yes,
Central Hudson,Hudson Solar,CH-01794,Poughkeepsie,Millerton,12546,7081,Millerton,No,,44.4,,,,,,,,,,,,,,NM,No,26/01/2012,30/01/2012,2,30/01/2012,,, ,,,, ,,,,,,,,,,22/03/2012,23/03/2012,Yes,
Central Hudson,Hudson Solar,CH-02453,Newburgh,Highland,12528,5084,Highland,No,CH-01214,11.4,,,,,,,,,,,,,,NM,No,27/01/2012,30/01/2012,1,30/01/2012,,, ,,,, ,,,,,,,,,,15/02/2012,16/02/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00838,Kingston,Ulster Pk,12487,1014,Boulevard,No,,7.31,,,,,,,,,,,,,,NM,No,03/02/2012,06/02/2012,1,06/02/2012,,, ,,,, ,,,,,,,,,,04/04/2012,10/04/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00862,Poughkeepsie,Lagrangevl,12540,6057,Todd Hill,No,,6.665,,,,,,,,,,,,,,NM,No,03/02/2012,06/02/2012,1,06/02/2012,,, ,,,, ,,,,,,,,,,04/04/2012,10/04/2012,Yes,
Central Hudson,Solar Generation,CH-08079,Kingston,Kingston,12401,121,Converse St,No,,30.1,,,,,,,,,,,,,,NM,No,27/02/2012,27/02/2012,0,27/02/2012,,, ,,,, ,,,,,,,,,,17/05/2012,21/05/2012,Yes,
Central Hudson,Sungevity Inc,CH-09574,Fishkill,Hopewell Jct,12533,8095,Fishkill Plains,No,,7.6,,,,,,,,,,,,,,NM,No,30/01/2012,03/02/2012,4,03/02/2012,,, ,,,, ,,,,,,,,,,25/04/2012,24/05/2012,Yes,
Central Hudson,SolarCity,CH-07038,Newburgh,New Windsor,12553,4052,Union Ave,No,,8.58,,,,,,,,,,,,,,NM,No,01/02/2012,07/02/2012,4,07/02/2012,,, ,,,, ,,,,,,,,,,17/09/2012,24/09/2012,Yes,
Central Hudson,Malcarne Contracting,CH-03909,Kingston,Saugerties,12477,3001,Saugerties,No,,9,,,,,,,,,,,,,,NM,No,06/02/2012,07/02/2012,1,07/02/2012,,, ,,,, ,,,,,,,,,,09/04/2012,09/04/2012,Yes,
Central Hudson,Green Energy Systems,CH-01160,Catskill,Cairo,12413,2041,South Cairo,No,,5,,,,,,,,,,,,,,NM,No,09/02/2012,09/02/2012,0,09/02/2012,,, ,,,, ,,,,,,,,,,16/07/2012,25/07/2012,Yes,
Central Hudson,"Hudson Valley Wind Energy, LLC",CH-02547,Catskill,Cornwallvl,12418,2043,South Cairo,No,,,,10,,,,,,,,,,,,NM,No,16/02/2012,16/02/2012,0,16/02/2012,,, ,,,, ,,,,,,,,,,02/03/2012,06/03/2012,Yes,
Central Hudson,RGS Energy,CH-03058,Poughkeepsie,Poughkeepsie,12601,6042,Spackenkill,No,,3.75,,,,,,,,,,,,,,NM,No,16/02/2012,16/02/2012,0,16/02/2012,,, ,,,, ,,,,,,,,,,04/06/2012,11/06/2012,Yes,
Central Hudson,SolarCity,CH-07319,Poughkeepsie,Red Hook,12571,7051,Rhinebeck,No,,7,,,,,,,,,,,,,,NM,No,14/02/2012,15/02/2012,1,15/02/2012,,, ,,,, ,,,,,,,,,,04/06/2012,11/06/2012,Yes,
Central Hudson,Sungevity Inc,CH-09209,Poughkeepsie,Rhinebeck,12572,7013,Hibernia,No,,10,,,,,,,,,,,,,,NM,No,15/02/2012,16/02/2012,1,16/02/2012,,, ,,,, ,,,,,,,,,,03/07/2012,06/07/2012,Yes,
Central Hudson,SolarCity,CH-04939,Kingston,Kerhonkson,12446,3082,Kerhonkson,No,,7,,,,,,,,,,,,,,NM,No,16/02/2012,17/02/2012,1,17/02/2012,,, ,,,, ,,,,,,,,,,06/06/2012,11/06/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03605,Kingston,Accord,12404,3081,Kerhonkson,No,,12.2,,,,,,,,,,,,,,NM,No,17/02/2012,24/02/2012,4,24/02/2012,,, ,,,, ,,,,,,,,,,04/09/2012,07/09/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03618,Newburgh,New Windsor,12553,4047,Union Ave,No,,12.6,,,,,,,,,,,,,,NM,No,17/02/2012,24/02/2012,4,24/02/2012,,, ,,,, ,,,,,,,,,,27/07/2012,02/08/2012,Yes,
Central Hudson,Direct Energy Solar,CH-01019,Newburgh,New Paltz,12561,5023,Ohioville,No,,6.235,,,,,,,,,,,,,,NM,No,27/02/2012,27/02/2012,0,27/02/2012,,, ,,,, ,,,,,,,,,,09/04/2012,16/04/2012,Yes,
Central Hudson,Sungevity Inc,CH-09324,Poughkeepsie,Lagrangevl,12540,6053,Todd Hill,No,,4.94,,,,,,,,,,,,,,NM,No,22/02/2012,24/02/2012,2,24/02/2012,,, ,,,, ,,,,,,,,,,07/06/2012,13/06/2012,Yes,
Central Hudson,Sungevity Inc,CH-09404,Kingston,High Fls,12440,3022,High Falls,No,,1.5,,,,,,,,,,,,,,NM,No,22/02/2012,24/02/2012,2,24/02/2012,,, ,,,, ,,,,,,,,,,26/06/2012,29/06/2012,Yes,
Central Hudson,Solar Generation,CH-08117,Kingston,Kingston,12401,121,Converse St,No,,13.975,,,,,,,,,,,,,,NM,No,23/02/2012,27/02/2012,2,27/02/2012,,, ,,,, ,,,,,,,,,,17/05/2012,21/05/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00870,Newburgh,Cornwall-Hdsn,12520,4043,Union Ave,No,,4.945,,,,,,,,,,,,,,NM,No,27/02/2012,28/02/2012,1,28/02/2012,,, ,,,, ,,,,,,,,,,27/07/2012,02/08/2012,Yes,
Central Hudson,Hudson Solar,CH-01356,Newburgh,Milton,12547,5083,Highland,No,,30,,,,,,,,,,,,,,NM,No,01/03/2012,01/03/2012,0,01/03/2012,,, ,,,, ,,,,,,,,,,04/04/2012,05/04/2012,Yes,
Central Hudson,Hudson Solar,CH-01426,Newburgh,New Paltz,12561,5011,Modena,No,,7,,,,,,,,,,,,,,NM,No,01/03/2012,01/03/2012,0,01/03/2012,,, ,,,, ,,,,,,,,,,03/04/2012,04/04/2012,Yes,
Central Hudson,Hudson Solar,CH-02109,Poughkeepsie,Wappingrs Fls,12590,6052,Todd Hill,No,,4.6,,,,,,,,,,,,,,NM,No,27/02/2012,01/03/2012,3,01/03/2012,,, ,,,, ,,,,,,,,,,03/04/2012,04/04/2012,Yes,
Central Hudson,Hudson Solar,CH-02135,Poughkeepsie,Red Hook,12571,7051,Rhinebeck,No,,9,,,,,,,,,,,,,,NM,No,27/02/2012,29/02/2012,2,29/02/2012,,, ,,,, ,,,,,,,,,,14/03/2012,26/03/2012,Yes,
Central Hudson,Hudson Solar,CH-02420,Poughkeepsie,Rhinebeck,12572,7052,Rhinebeck,No,,9,,,,,,,,,,,,,,NM,No,27/02/2012,01/03/2012,3,01/03/2012,,, ,,,, ,,,,,,,,,,09/04/2012,11/04/2012,Yes,
Central Hudson,Kirchhoff Green Energy LLC,CH-03548,Fishkill,Poughkeepsie,12601,8024,Knapps Corners,No,,45.6,,,,,,,,,,,,,,NM,No,27/02/2012,27/02/2012,0,27/02/2012,,, ,,,, ,,,,,,,,,,03/04/2012,04/04/2012,Yes,
Central Hudson,SolarCity,CH-06802,Fishkill,Wappingrs Fls,12590,8091,Fishkill Plains,No,,6.58,,,,,,,,,,,,,,NM,No,28/02/2012,02/03/2012,3,02/03/2012,,, ,,,, ,,,,,,,,,,18/06/2012,25/06/2012,Yes,
Central Hudson,SolarCity,CH-07052,Newburgh,Plattekill,12568,5013,Modena,No,,7.2,,,,,,,,,,,,,,NM,No,28/02/2012,05/03/2012,4,05/03/2012,,, ,,,, ,,,,,,,,,,15/06/2012,22/06/2012,Yes,
Central Hudson,SunDog Solar,CH-09158,Poughkeepsie,Red Hook,12571,7062,Milan,No,,6.02,,,,,,,,,,,,,,NM,No,08/03/2012,08/03/2012,0,08/03/2012,,, ,,,, ,,,,,,,,,,23/05/2012,30/05/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00994,Poughkeepsie,Poughkeepsie,12603,6043,Spackenkill,No,,11.8,,,,,,,,,,,,,,NM,No,05/03/2012,07/03/2012,2,07/03/2012,,, ,,,, ,,,,,,,,,,06/06/2012,22/06/2012,Yes,
Central Hudson,Direct Energy Solar,CH-00995,Poughkeepsie,Hyde Pk,12538,6068,Inwood Ave,No,,2.795,,,,,,,,,,,,,,NM,No,05/03/2012,07/03/2012,2,07/03/2012,,, ,,,, ,,,,,,,,,,07/06/2012,13/06/2012,Yes,
Central Hudson,SolarCity,CH-05356,Newburgh,New Paltz,12561,5024,Ohioville,No,,10,,,,,,,,,,,,,,NM,No,06/03/2012,07/03/2012,1,07/03/2012,,, ,,,, ,,,,,,,,,,05/09/2012,07/09/2012,Yes,
Central Hudson,Self,CH-08863,Poughkeepsie,Poughkeepsie,12601,6046,Spackenkill,No,,4.515,,,,,,,,,,,,,,NM,No,27/03/2012,27/03/2012,0,27/03/2012,,, ,,,, ,,,,,,,,,,06/06/2013,12/06/2013,Yes,
Central Hudson,Sungevity Inc,CH-09494,Newburgh,Wallkill,12589,5043,East Walden,No,,7,,,,,,,,,,,,,,NM,No,06/03/2012,07/03/2012,1,07/03/2012,,, ,,,, ,,,,,,,,,,03/08/2012,09/08/2012,Yes,
Central Hudson,"CNR Energy Solutions, LLC",CH-00774,Newburgh,Wallkill,12589,5043,East Walden,No,,6.88,,,,,,,,,,,,,,NM,No,20/03/2012,20/03/2012,0,20/03/2012,,, ,,,, ,,,,,,,,,,28/03/2012,30/03/2012,Yes,
Central Hudson,"Hudson Valley Wind Energy, LLC",CH-02553,Poughkeepsie,Red Hook,12571,7061,Milan,No,,,,10,,,,,,,,,,,,NM,No,16/03/2012,20/03/2012,2,20/03/2012,,, ,,,, ,,,,,,,,,,13/04/2012,25/04/2012,Yes,
Central Hudson,Hudson Solar,CH-02431,Catskill,Haines Fls,12436,2385,Lawrenceville,No,CH-01598,6,,,,,,,,,,,,,,NM,No,21/03/2012,23/03/2012,2,23/03/2012,,, ,,,, ,,,,,,,,,,17/04/2012,23/04/2012,Yes,
Central Hudson,Direct Energy Solar,CH-01041,Poughkeepsie,Lagrangevl,12540,6055,Todd Hill,No,,9.89,,,,,,,,,,,,,,NM,No,23/03/2012,23/03/2012,0,23/03/2012,,, ,,,, ,,,,,,,,,,03/07/2012,05/07/2012,Yes,
Central Hudson,Hudson Solar,CH-01326,Poughkeepsie,Red Hook,12571,7062,Milan,No,,20,,,,,,,,,,,,,,NM,No,26/03/2012,28/03/2012,2,28/03/2012,,, ,,,, ,,,,,,,,,,25/05/2012,30/05/2012,Yes,
Central Hudson,Hudson Solar,CH-01586,Newburgh,New Paltz,12561,5023,Ohioville,No,,8,,,,,,,,,,,,,,NM,No,27/03/2012,27/03/2012,0,27/03/2012,,, ,,,, ,,,,,,,,,,27/03/2012,27/03/2012,Yes,
Central Hudson,SolarCity,CH-06431,Newburgh,New Windsor,12553,4053,Union Ave,No,,44.4,,,,,,,,,,,,,,NM,No,30/03/2012,30/03/2012,0,30/03/2012,,, ,,,, ,,,,,,,,,,19/06/2012,29/06/2012,Yes,
Central Hudson,SolarCity,CH-05773,Kingston,Lk Katrine,12449,2016,Lincoln Park,No,,4.2,,,,,,,,,,,,,,NM,No,28/03/2012,29/03/2012,1,29/03/2012,,, ,,,, ,,,,,,,,,,04/06/2012,08/06/2012,Yes,
Central Hudson,SolarCity,CH-07480,Newburgh,New Windsor,12553,4094,Bethlehem Rd,No,,6.345,,,,,,,,,,,,,,NM,No,28/03/2012,29/03/2012,1,29/03/2012,,, ,,,, ,,,,,,,,,,23/08/2012,28/08/2012,Yes,
Central Hudson,Sungevity Inc,CH-09188,Newburgh,Wallkill,12589,5043,East Walden,No,,3.6,,,,,,,,,,,,,,NM,No,05/04/2012,05/04/2012,0,05/04/2012,,, ,,,, ,,,,,,,,,,11/07/2012,17/07/2012,Yes,
Central Hudson,SolarCity,CH-05301,Newburgh,Newburgh,12550,4011,West Balmville,No,,6,,,,,,,,,,,,,,NM,No,04/04/2012,04/04/2012,0,04/04/2012,,, ,,,, ,,,,,,,,,,06/07/2012,09/07/2012,Yes,
Central Hudson,Appolo-Hudson Valley,CH-00720,Fishkill,Stormvl,12582,8093,Fishkill Plains,No,,0.7,,,,,,,,,,,,,,NM,No,08/02/2013,08/02/2013,0,08/02/2013,,, ,,,, ,,,,,,,,,,09/02/2013,20/02/2013,Yes,
Central Hudson,Burke Electric and Solar,CH-00766,Fishkill,Beacon,12508,8085,Tioronda,No,,3.69,,,,,,,,,,,,,,NM,No,15/04/2012,17/04/2012,2,17/04/2012,,, ,,,, ,,,,,,,,,,20/04/2012,26/04/2012,Yes,
Central Hudson,SolarCity,CH-04940,Kingston,Lk Katrine,12449,2015,Lincoln Park,No,,15,,,,,,,,,,,,,,RNM,No,16/04/2012,16/04/2012,0,16/04/2012,,, ,,,, ,,,350,350,2331,,,,,11/07/2012,16/07/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03563,Newburgh,New Windsor,12553,4047,Union Ave,No,,17.4,,,,,,,,,,,,,,NM,No,30/04/2012,04/05/2012,4,04/05/2012,,, ,,,, ,,,,,,,,,,29/08/2012,06/09/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03564,Newburgh,New Windsor,12553,4047,Union Ave,No,,17.4,,,,,,,,,,,,,,NM,No,30/04/2012,04/05/2012,4,04/05/2012,,, ,,,, ,,,,,,,,,,29/08/2012,06/09/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03571,Newburgh,New Windsor,12553,4047,Union Ave,No,,28.8,,,,,,,,,,,,,,NM,No,03/05/2012,04/05/2012,1,04/05/2012,,, ,,,, ,,,,,,,,,,24/09/2012,01/10/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03574,Newburgh,New Windsor,12553,4047,Union Ave,No,,17.4,,,,,,,,,,,,,,NM,No,30/04/2012,04/05/2012,4,04/05/2012,,, ,,,, ,,,,,,,,,,24/09/2012,01/10/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03579,Newburgh,New Windsor,12553,4047,Union Ave,No,,22.8,,,,,,,,,,,,,,NM,No,30/04/2012,04/05/2012,4,04/05/2012,,, ,,,, ,,,,,,,,,,24/09/2012,01/10/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03598,Newburgh,New Windsor,12553,4047,Union Ave,No,,17.4,,,,,,,,,,,,,,NM,No,30/04/2012,04/05/2012,4,04/05/2012,,, ,,,, ,,,,,,,,,,24/09/2012,01/10/2012,Yes,
Central Hudson,Lighthouse Solar,CH-03604,Newburgh,New Windsor,12553,4047,Union Ave,No,,17.4,,,,,,,,,,,,,,NM,No,30/04/2012,04/05/2012,4,04/05/2012,,, ,,,, ,,,,,,,,,,29/08/2012,06/09/2012,Yes,
