Company,Developer,Application / Job #,Division,City/Town,Zip Code,Circuit ID,Substation,"Hybrid
(Y/N)",Related Application/Job #,"PV
(kWAC)","ESS
(kWAC)","WIND
(kWAC)","MT
(kWAC)","SG
(kWAC)","IG
(kWAC)","FW
(kWAC)","FC
(kWAC)","CHP
(kWAC)","GT
(kWAC)","HYDRO
(kWAC)","ICE
(kWAC)","ST
(kWAC)","OTHER
(kWAC)","Metering
(NA / NM / RNM / CDG)","Value Stack
(Y/N)",Start Date,End Date,Calculated Duration,"Application Approved Date 
(Utility)",Start Date (Must Match Application Approved Date),End Date,Calculated Duration,Payment Received Date,Start Date,End Date,Calculated Duration,CESIR cost to customer,CESIR cost to utility,Estimated Costs by Utility,Actual Customer Project Costs,Actual Utility Project Costs,Down Payment Date,Full Payment Date,Construction Start Date,Construction Complete Date,Verification Testing or Final Acceptance Date,Final Letter of Acceptance Date,Project Complete (Y/N),Utility Retention of REC (Y/N)
O&R,Other,DGINT-03348,WEST,Westtown,10998,103-4-13,Westtown,NO,0,5.59,,,,,,,,,,,,,,NM,NO,20/02/2015,20/02/2015,1,20/02/2015,,,,,,,,,,,,,,,,,08/06/2015,08/06/2015,Yes,NO
O&R,Other,DGINT-03349,CENTRAL,Monroe,10950,61-6-13,Monroe,NO,0,2.795,,,,,,,,,,,,,,NM,NO,23/02/2015,23/02/2015,1,23/02/2015,,,,,,,,,,,,,,,,,23/04/2015,23/04/2015,Yes,NO
O&R,Other,DGINT-03350,EAST,Stony Point,10980,23-2-13,Stony Point,NO,0,3,,,,,,,,,,,,,,NM,NO,23/02/2015,23/02/2015,1,23/02/2015,,,,,,,,,,,,,,,,,09/04/2015,09/04/2015,Yes,NO
O&R,Other,DGINT-03351,WEST,Middletown,10941,113-2-13,Silver Lake,NO,0,9.8,,,,,,,,,,,,,,NM,NO,23/02/2015,24/02/2015,1,24/02/2015,,,,,,,,,,,,,,,,,27/04/2015,27/04/2015,Yes,NO
O&R,Other,DGINT-03352,CENTRAL,Chester,10918,63-1-13,Chester,NO,0,9.46,,,,,,,,,,,,,,NM,NO,23/02/2015,23/02/2015,1,23/02/2015,,,,,,,,,,,,,,,,,20/05/2015,20/05/2015,Yes,NO
O&R,Other,DGINT-03353,EAST,Airmont,10952,51-1-13,Tallman,NO,0,6.8,,,,,,,,,,,,,,NM,NO,24/02/2015,24/02/2015,1,24/02/2015,,,,,,,,,,,,,,,,,30/03/2015,30/03/2015,Yes,NO
O&R,Other,DGINT-03354,CENTRAL,Blooming Grove,10914,76-1-13,Blooming Grove,NO,0,8.6,,,,,,,,,,,,,,NM,NO,24/02/2015,24/02/2015,1,24/02/2015,,,,,,,,,,,,,,,,,23/06/2015,23/06/2015,Yes,NO
O&R,Other,DGINT-03355,EAST,Haverstraw,10927,27-4-13,West Haverstraw,NO,0,7.6,,,,,,,,,,,,,,NM,NO,24/02/2015,24/02/2015,1,24/02/2015,,,,,,,,,,,,,,,,,02/06/2015,02/06/2015,Yes,NO
O&R,Other,DGINT-03356,WEST,Port Jervis,12771,103-3-13,Westtown,NO,0,7.31,,,,,,,,,,,,,,NM,NO,24/02/2015,24/02/2015,1,24/02/2015,,,,,,,,,,,,,,,,,28/08/2015,28/08/2015,Yes,NO
O&R,Other,DGINT-03357,WEST,Westtown,10998,103-2-13,Westtown,NO,0,10.2,,,,,,,,,,,,,,NM,NO,25/02/2015,25/02/2015,1,25/02/2015,,,,,,,,,,,,,,,,,30/03/2015,30/03/2015,Yes,NO
O&R,Other,DGINT-03358,WEST,Middletown,10940,41457,Otisville,NO,0,6,,,,,,,,,,,,,,NM,NO,05/06/2015,05/06/2015,1,05/06/2015,,,,,,,,,,,,,,,,,20/08/2015,20/08/2015,Yes,NO
O&R,Other,DGINT-03359,CENTRAL,Blooming Grove,10914,76-3-13,Blooming Grove,NO,0,12,,,,,,,,,,,,,,NM,NO,25/02/2015,25/02/2015,1,25/02/2015,,,,,,,,,,,,,,,,,17/04/2015,17/04/2015,Yes,NO
O&R,Other,DGINT-03360,CENTRAL,Highland Mills,10930,71-3-13,Harriman,NO,0,5,,,,,,,,,,,,,,NM,NO,25/02/2015,25/02/2015,1,25/02/2015,,,,,,,,,,,,,,,,,15/05/2015,15/05/2015,Yes,NO
O&R,Other,DGINT-03361,CENTRAL,Monroe,10950,61-3-13,Monroe,NO,0,6.665,,,,,,,,,,,,,,NM,NO,26/02/2015,26/02/2015,1,26/02/2015,,,,,,,,,,,,,,,,,06/05/2015,06/05/2015,Yes,NO
O&R,Other,DGINT-03362,CENTRAL,New Hampton,10958,89-3-13,South Goshen,NO,0,6,,,,,,,,,,,,,,NM,NO,26/02/2015,26/02/2015,1,26/02/2015,,,,,,,,,,,,,,,,,01/05/2015,01/05/2015,Yes,NO
O&R,Other,DGINT-03363,EAST,Haverstraw,10927,27-5-13,West Haverstraw,NO,0,2.15,,,,,,,,,,,,,,NM,NO,26/02/2015,26/02/2015,1,26/02/2015,,,,,,,,,,,,,,,,,22/09/2015,22/09/2015,Yes,NO
O&R,Other,DGINT-03364,WEST,Port Jervis,12771,66m6-1-13,Deerpark,NO,0,2.795,,,,,,,,,,,,,,NM,NO,26/02/2015,26/02/2015,1,26/02/2015,,,,,,,,,,,,,,,,,02/04/2015,02/04/2015,Yes,NO
O&R,Other,DGINT-03365,EAST,Nanuet,10954,53-1-13,Nanuet,NO,0,5.805,,,,,,,,,,,,,,NM,NO,26/02/2015,26/02/2015,1,26/02/2015,,,,,,,,,,,,,,,,,11/05/2015,11/05/2015,Yes,NO
O&R,Other,DGINT-03366,EAST,Monsey,10952,51-5-13,Tallman,NO,0,4.085,,,,,,,,,,,,,,NM,NO,27/02/2015,27/02/2015,1,27/02/2015,,,,,,,,,,,,,,,,,03/06/2015,03/06/2015,Yes,NO
O&R,Other,DGINT-03367,EAST,Congers,10920,22-2-13,Congers,NO,0,6.665,,,,,,,,,,,,,,NM,NO,27/02/2015,27/02/2015,1,27/02/2015,,,,,,,,,,,,,,,,,08/06/2015,08/06/2015,Yes,NO
O&R,Other,DGINT-03368,EAST,Congers,10920,22-3-13,Congers,NO,0,7.5,,,,,,,,,,,,,,NM,NO,27/02/2015,27/02/2015,1,27/02/2015,,,,,,,,,,,,,,,,,01/05/2015,01/05/2015,Yes,NO
O&R,Other,DGINT-03369,EAST,New City,10956,45-6-13,New Hempstead,NO,0,6.45,,,,,,,,,,,,,,NM,NO,27/02/2015,27/02/2015,1,27/02/2015,,,,,,,,,,,,,,,,,03/06/2015,03/06/2015,Yes,NO
O&R,Other,DGINT-03370,WEST,Otisville,10963,41457,Otisville,NO,0,9.2,,,,,,,,,,,,,,NM,NO,10/06/2015,10/06/2015,1,10/06/2015,,,,,,,,,,,,,,,,,12/02/2016,12/02/2016,Yes,NO
O&R,Other,DGINT-03371,EAST,Stony Point,10980,23-1-13,Stony Point,NO,0,3.6,,,,,,,,,,,,,,NM,NO,27/02/2015,27/02/2015,1,27/02/2015,,,,,,,,,,,,,,,,,07/04/2015,07/04/2015,Yes,NO
O&R,Other,DGINT-03372,EAST,Pomona,10970,27-7-13,West Haverstraw,NO,0,5.59,,,,,,,,,,,,,,NM,NO,27/02/2015,05/03/2015,4,05/03/2015,,,,,,,,,,,,,,,,,05/06/2015,05/06/2015,Yes,NO
O&R,Other,DGINT-03373,CENTRAL,Blooming Grove,10914,61-8-13,Monroe,NO,0,10,,,,,,,,,,,,,,NM,NO,02/03/2015,02/03/2015,1,02/03/2015,,,,,,,,,,,,,,,,,04/05/2015,04/05/2015,Yes,NO
O&R,Other,DGINT-03374,EAST,Spring Valley,10977,45-10-13,New Hempstead,NO,0,8,,,,,,,,,,,,,,NM,NO,02/03/2015,02/03/2015,1,02/03/2015,,,,,,,,,,,,,,,,,24/04/2015,24/04/2015,Yes,NO
O&R,Other,DGINT-03375,CENTRAL,Chester,10918,61-8-13,Monroe,NO,0,18,,,,,,,,,,,,,,NM,NO,02/03/2015,02/03/2015,1,02/03/2015,,,,,,,,,,,,,,,,,04/05/2015,04/05/2015,Yes,NO
O&R,Other,DGINT-03376,CENTRAL,Monroe,10950,61-3-13,Monroe,NO,0,11,,,,,,,,,,,,,,NM,NO,02/03/2015,02/03/2015,1,02/03/2015,,,,,,,,,,,,,,,,,27/04/2015,27/04/2015,Yes,NO
O&R,Other,DGINT-03377,EAST,Valley Cottage,10989,22-3-13,Congers,NO,0,6,,,,,,,,,,,,,,NM,NO,02/03/2015,02/03/2015,1,02/03/2015,,,,,,,,,,,,,,,,,06/05/2015,06/05/2015,Yes,NO
O&R,Other,DGINT-03378,EAST,Garnerville,10923,23-2-13,Stony Point,NO,0,14.8,,,,,,,,,,,,,,NM,NO,02/03/2015,02/03/2015,1,02/03/2015,,,,,,,,,,,,,,,,,31/07/2015,31/07/2015,Yes,NO
O&R,Other,DGINT-03379,EAST,Nanuet,10954,19-9-13,Burns,NO,0,4.2,,,,,,,,,,,,,,NM,NO,03/03/2015,03/03/2015,1,03/03/2015,,,,,,,,,,,,,,,,,30/12/2015,30/12/2015,Yes,NO
O&R,Other,DGINT-03380,EAST,Congers,10920,22-7-13,Congers,NO,0,7.2,,,,,,,,,,,,,,NM,NO,03/03/2015,03/03/2015,1,03/03/2015,,,,,,,,,,,,,,,,,09/04/2015,09/04/2015,Yes,NO
O&R,Other,DGINT-03381,WEST,Greenville,12771,41457,Otisville,NO,0,7.8,,,,,,,,,,,,,,NM,NO,15/06/2015,15/06/2015,1,15/06/2015,,,,,,,,,,,,,,,,,09/07/2015,09/07/2015,Yes,NO
O&R,Other,DGINT-03382,CENTRAL,Monroe,10950,61-8-13,Monroe,NO,0,5,,,,,,,,,,,,,,NM,NO,04/03/2015,04/03/2015,1,04/03/2015,,,,,,,,,,,,,,,,,01/04/2015,01/04/2015,Yes,NO
O&R,Other,DGINT-03383,EAST,Sloatsburg,10974,42-3-13,Sloatsburg,NO,0,5.085,,,,,,,,,,,,,,NM,NO,04/03/2015,04/03/2015,1,04/03/2015,,,,,,,,,,,,,,,,,04/09/2015,04/09/2015,Yes,NO
O&R,Other,DGINT-03384,CENTRAL,Washingtonville,10992,76-3-13,Blooming Grove,NO,0,4.945,,,,,,,,,,,,,,NM,NO,04/03/2015,04/03/2015,1,04/03/2015,,,,,,,,,,,,,,,,,21/07/2015,21/07/2015,Yes,NO
O&R,Other,DGINT-03385,CENTRAL,Tuxedo,10987,42-1-13,Sloatsburg,NO,0,9.03,,,,,,,,,,,,,,NM,NO,05/03/2015,05/03/2015,1,05/03/2015,,,,,,,,,,,,,,,,,07/04/2015,07/04/2015,Yes,NO
O&R,Other,DGINT-03386,EAST,Stony Point,10980,23-3-13,Stony Point,NO,0,7.74,,,,,,,,,,,,,,NM,NO,05/03/2015,05/03/2015,1,05/03/2015,,,,,,,,,,,,,,,,,30/07/2015,30/07/2015,Yes,NO
O&R,Other,DGINT-03387,WEST,Thompson Ridge,10985,102-3-13,Bullville,NO,0,13,,,,,,,,,,,,,,NM,NO,05/03/2015,05/03/2015,1,05/03/2015,,,,,,,,,,,,,,,,,29/05/2015,29/05/2015,Yes,NO
O&R,Other,DGINT-03388,WEST,Westtown,10998,103-1-13,Westtown,NO,0,16,,,,,,,,,,,,,,NM,NO,06/03/2015,06/03/2015,1,06/03/2015,,,,,,,,,,,,,,,,,02/06/2015,02/06/2015,Yes,NO
O&R,Other,DGINT-03389,CENTRAL,Monroe,10950,61-3-13,Monroe,NO,0,5,,,,,,,,,,,,,,NM,NO,06/03/2015,06/03/2015,1,06/03/2015,,,,,,,,,,,,,,,,,17/04/2015,17/04/2015,Yes,NO
O&R,Other,DGINT-03390,CENTRAL,Warwick,10990,80-4-13,Wisner,NO,0,3,,,,,,,,,,,,,,NM,NO,06/03/2015,06/03/2015,1,06/03/2015,,,,,,,,,,,,,,,,,29/09/2015,29/09/2015,Yes,NO
O&R,Other,DGINT-03391,CENTRAL,Warwick,10990,80-1-13,Wisner,NO,0,12.2,,,,,,,,,,,,,,NM,NO,06/03/2015,06/03/2015,1,06/03/2015,,,,,,,,,,,,,,,,,12/06/2015,12/06/2015,Yes,NO
O&R,Other,DGINT-03392,CENTRAL,Goshen,10924,63-4-13,Chester,NO,0,6,,,,,,,,,,,,,,NM,NO,09/03/2015,09/03/2015,1,09/03/2015,,,,,,,,,,,,,,,,,17/06/2015,17/06/2015,Yes,NO
O&R,Other,DGINT-03393,EAST,Garnerville,10923,27-8-13,West Haverstraw,NO,0,5.16,,,,,,,,,,,,,,NM,NO,09/03/2015,09/03/2015,1,09/03/2015,,,,,,,,,,,,,,,,,29/07/2015,29/07/2015,Yes,NO
O&R,Other,DGINT-03394,WEST,Slate Hill,10973,103-1-13,Westtown,NO,0,7.5,,,,,,,,,,,,,,NM,NO,09/03/2015,09/03/2015,1,09/03/2015,,,,,,,,,,,,,,,,,25/03/2015,25/03/2015,Yes,NO
O&R,Other,DGINT-03395,EAST,Pearl River,10965,53-6-13,Nanuet,NO,0,8,,,,,,,,,,,,,,NM,NO,09/03/2015,09/03/2015,1,09/03/2015,,,,,,,,,,,,,,,,,23/04/2015,23/04/2015,Yes,NO
O&R,Other,DGINT-03396,CENTRAL,Central Valley,10917,71-7-13,Harriman,NO,0,3,,,,,,,,,,,,,,NM,NO,10/03/2015,10/03/2015,1,10/03/2015,,,,,,,,,,,,,,,,,03/06/2015,03/06/2015,Yes,NO
O&R,Other,DGINT-03397,CENTRAL,Highland Mills,10930,71-3-13,Harriman,NO,0,9.6,,,,,,,,,,,,,,NM,NO,10/03/2015,10/03/2015,1,10/03/2015,,,,,,,,,,,,,,,,,01/05/2015,01/05/2015,Yes,NO
O&R,Other,DGINT-03398,CENTRAL,Monroe,10950,61-3-13,Monroe,NO,0,5,,,,,,,,,,,,,,NM,NO,10/03/2015,10/03/2015,1,10/03/2015,,,,,,,,,,,,,,,,,10/04/2015,10/04/2015,Yes,NO
O&R,Other,DGINT-03399,EAST,Valley Cottage,10989,22-5-13,Congers,NO,0,9,,,,,,,,,,,,,,NM,NO,10/03/2015,10/03/2015,1,10/03/2015,,,,,,,,,,,,,,,,,11/04/2015,11/04/2015,Yes,NO
O&R,Other,DGINT-03400,WEST,Westtown,10998,103-1-13,Westtown,NO,0,9,,,,,,,,,,,,,,NM,NO,10/03/2015,10/03/2015,1,10/03/2015,,,,,,,,,,,,,,,,,10/04/2015,10/04/2015,Yes,NO
O&R,Other,DGINT-03401,EAST,Suffern,10901,51-3-13,Tallman,NO,0,6,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,03/07/2015,03/07/2015,Yes,NO
O&R,Other,DGINT-03402,EAST,Suffern,10901,51-1-13,Tallman,NO,0,10.535,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,03/06/2015,03/06/2015,Yes,NO
O&R,Other,DGINT-03403,CENTRAL,Blooming Grove,10914,76-1-13,Blooming Grove,NO,0,8.385,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,29/06/2015,29/06/2015,Yes,NO
O&R,Other,DGINT-03404,CENTRAL,Chester,10918,63-6-13,Chester,NO,0,9.675,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,18/05/2015,18/05/2015,Yes,NO
O&R,Other,DGINT-03405,EAST,Spring Valley,10977,19-8-13,Burns,NO,0,3,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,05/06/2015,05/06/2015,Yes,NO
O&R,Other,DGINT-03406,WEST,Middletown,10941,41457,Otisville,NO,0,5.16,,,,,,,,,,,,,,NM,NO,24/06/2015,24/06/2015,1,24/06/2015,,,,,,,,,,,,,,,,,18/08/2015,18/08/2015,Yes,NO
O&R,Other,DGINT-03407,WEST,Westtown,10998,103-1-13,Westtown,NO,0,10,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,15/05/2015,15/05/2015,Yes,NO
O&R,Other,DGINT-03408,EAST,Pearl River,10965,53-1-13,Nanuet,NO,0,8.8,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,28/05/2015,28/05/2015,Yes,NO
O&R,Other,DGINT-03409,EAST,Valley Cottage,10989,22-5-13,Congers,NO,0,9,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,01/05/2015,01/05/2015,Yes,NO
O&R,Other,DGINT-03410,EAST,Sparkill,10976,50-4-13,Sparkill,NO,0,7.31,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,24/08/2015,24/08/2015,Yes,NO
O&R,Other,DGINT-03411,CENTRAL,Florida,10921,89-3-13,South Goshen,NO,0,6,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,29/04/2015,29/04/2015,Yes,NO
O&R,Other,DGINT-03412,WEST,Port Jervis,12771,103-4-13,Westtown,NO,0,7.5,,,,,,,,,,,,,,NM,NO,11/03/2015,11/03/2015,1,11/03/2015,,,,,,,,,,,,,,,,,26/05/2015,26/05/2015,Yes,NO
O&R,Other,DGINT-03413,WEST,Middletown,10940,113-5-13,Silver Lake,NO,0,4.945,,,,,,,,,,,,,,NM,NO,12/03/2015,12/03/2015,1,12/03/2015,,,,,,,,,,,,,,,,,19/08/2015,19/08/2015,Yes,NO
O&R,Other,DGINT-03414,EAST,New City,10956,19-12-13,Burns,NO,0,4.3,,,,,,,,,,,,,,NM,NO,13/03/2015,13/03/2015,1,13/03/2015,,,,,,,,,,,,,,,,,08/05/2015,08/05/2015,Yes,NO
O&R,Other,DGINT-03415,CENTRAL,Chester,10918,61-1-13,Monroe,NO,0,6,,,,,,,,,,,,,,NM,NO,13/03/2015,13/03/2015,1,13/03/2015,,,,,,,,,,,,,,,,,04/06/2015,04/06/2015,Yes,NO
O&R,Other,DGINT-03416,EAST,Orangeburg,10962,54-6-13,Orangeburg,NO,0,3.44,,,,,,,,,,,,,,NM,NO,13/03/2015,13/03/2015,1,13/03/2015,,,,,,,,,,,,,,,,,21/05/2015,21/05/2015,Yes,NO
O&R,Other,DGINT-03417,EAST,Suffern,10901,51-4-13,Tallman,NO,0,7.2,,,,,,,,,,,,,,NM,NO,16/03/2015,16/03/2015,1,16/03/2015,,,,,,,,,,,,,,,,,24/04/2015,24/04/2015,Yes,NO
O&R,Other,DGINT-03418,EAST,Spring Valley,10977,19-8-13,Burns,NO,0,5.805,,,,,,,,,,,,,,NM,NO,16/03/2015,16/03/2015,1,16/03/2015,,,,,,,,,,,,,,,,,09/10/2015,09/10/2015,Yes,NO
O&R,Other,DGINT-03419,CENTRAL,Monroe,10950,61-3-13,Monroe,NO,0,6,,,,,,,,,,,,,,NM,NO,17/03/2015,17/03/2015,1,17/03/2015,,,,,,,,,,,,,,,,,13/04/2015,13/04/2015,Yes,NO
O&R,Other,DGINT-03420,EAST,New City,10956,21-16-13,West Nyack,NO,0,6,,,,,,,,,,,,,,NM,NO,17/03/2015,17/03/2015,1,17/03/2015,,,,,,,,,,,,,,,,,01/05/2015,01/05/2015,Yes,NO
O&R,Other,DGINT-03421,EAST,Spring Valley,10977,45-4-13,New Hempstead,NO,0,11.18,,,,,,,,,,,,,,NM,NO,18/03/2015,18/03/2015,1,18/03/2015,,,,,,,,,,,,,,,,,24/06/2015,24/06/2015,Yes,NO
O&R,Other,DGINT-03422,EAST,Garnerville,10923,27-1-13,West Haverstraw,NO,0,6.6,,,,,,,,,,,,,,NM,NO,18/03/2015,18/03/2015,1,18/03/2015,,,,,,,,,,,,,,,,,09/04/2015,09/04/2015,Yes,NO
O&R,Other,DGINT-03423,CENTRAL,Washingtonville,10992,76-3-13,Blooming Grove,NO,0,5,,,,,,,,,,,,,,NM,NO,18/03/2015,18/03/2015,1,18/03/2015,,,,,,,,,,,,,,,,,23/04/2015,23/04/2015,Yes,NO
O&R,Other,DGINT-03424,EAST,Haverstraw,10927,27-4-13,West Haverstraw,NO,0,4.3,,,,,,,,,,,,,,NM,NO,18/03/2015,18/03/2015,1,18/03/2015,,,,,,,,,,,,,,,,,24/08/2015,24/08/2015,Yes,NO
O&R,Other,DGINT-03425,CENTRAL,Goshen,10924,13-9-13,Hartley Road,NO,0,6,,,,,,,,,,,,,,NM,NO,18/03/2015,18/03/2015,1,18/03/2015,,,,,,,,,,,,,,,,,14/05/2015,14/05/2015,Yes,NO
O&R,Other,DGINT-03426,CENTRAL,Florida,10921,89-3-13,South Goshen,NO,0,7,,,,,,,,,,,,,,NM,NO,18/03/2015,18/03/2015,1,18/03/2015,,,,,,,,,,,,,,,,,02/07/2015,02/07/2015,Yes,NO
O&R,Other,DGINT-03427,CENTRAL,Chester,10918,63-7-13,Chester,NO,0,5,,,,,,,,,,,,,,NM,NO,19/03/2015,19/03/2015,1,19/03/2015,,,,,,,,,,,,,,,,,01/05/2015,01/05/2015,Yes,NO
O&R,Other,DGINT-03428,EAST,Pomona,10970,27-6-13,West Haverstraw,NO,0,5.375,,,,,,,,,,,,,,NM,NO,19/03/2015,19/03/2015,1,19/03/2015,,,,,,,,,,,,,,,,,15/07/2015,15/07/2015,Yes,NO
O&R,Other,DGINT-03429,WEST,Port Jervis,12771,103-3-13,Westtown,NO,0,15,,,,,,,,,,,,,,NM,NO,19/03/2015,19/03/2015,1,19/03/2015,,,,,,,,,,,,,,,,,23/07/2015,23/07/2015,Yes,NO
O&R,Other,DGINT-03430,EAST,Spring Valley,10977,53-1-13,Nanuet,NO,0,8.815,,,,,,,,,,,,,,NM,NO,20/03/2015,20/03/2015,1,20/03/2015,,,,,,,,,,,,,,,,,04/09/2015,04/09/2015,Yes,NO
O&R,Other,DGINT-03431,CENTRAL,Greenwood Lake,10925,84-2-13,Hunt,NO,0,3,,,,,,,,,,,,,,NM,NO,20/03/2015,20/03/2015,1,20/03/2015,,,,,,,,,,,,,,,,,11/09/2015,11/09/2015,Yes,NO
O&R,Other,DGINT-03432,EAST,Garnerville,10923,27-1-13,West Haverstraw,NO,0,3,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,09/04/2015,09/04/2015,Yes,NO
O&R,Other,DGINT-03433,EAST,Valley Cottage,10989,22-6-13,Congers,NO,0,14.4,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,16/04/2015,16/04/2015,Yes,NO
O&R,Other,DGINT-03434,EAST,Stony Point,10980,23-2-13,Stony Point,NO,0,8.8,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,22/05/2015,22/05/2015,Yes,NO
O&R,Other,DGINT-03435,EAST,Garnerville,10923,27-1-13,West Haverstraw,NO,0,3.6,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,06/05/2015,06/05/2015,Yes,NO
O&R,Other,DGINT-03436,CENTRAL,Harriman,10926,71-8-13,Harriman,NO,0,5,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,14/04/2015,14/04/2015,Yes,NO
O&R,Other,DGINT-03437,EAST,Tappan,10983,54-8-13,Orangeburg,NO,0,4.085,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,23/04/2015,23/04/2015,Yes,NO
O&R,Other,DGINT-03438,EAST,Blauvelt,10913,54-1-13,Orangeburg,NO,0,6,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,11/05/2015,11/05/2015,Yes,NO
O&R,Other,DGINT-03439,EAST,New City,10956,45-9-13,New Hempstead,NO,0,5.59,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,28/09/2015,28/09/2015,Yes,NO
O&R,Other,DGINT-03440,EAST,Monsey,10952,44-6-13,Monsey,NO,0,12.6,,,,,,,,,,,,,,NM,NO,23/03/2015,23/03/2015,1,23/03/2015,,,,,,,,,,,,,,,,,28/04/2015,28/04/2015,Yes,NO
O&R,Other,DGINT-03441,WEST,Montgomery,12549,102-3-13,Bullville,NO,0,7.74,,,,,,,,,,,,,,NM,NO,24/03/2015,24/03/2015,1,24/03/2015,,,,,,,,,,,,,,,,,04/06/2015,04/06/2015,Yes,NO
O&R,Other,DGINT-03442,CENTRAL,Chester,10918,63-1-13,Chester,NO,0,7.955,,,,,,,,,,,,,,NM,NO,24/03/2015,24/03/2015,1,24/03/2015,,,,,,,,,,,,,,,,,18/05/2015,18/05/2015,Yes,NO
O&R,Other,DGINT-03443,WEST,Montgomery,12549,102-2-13,Bullville,NO,0,3,,,,,,,,,,,,,,NM,NO,25/03/2015,25/03/2015,1,25/03/2015,,,,,,,,,,,,,,,,,07/04/2015,07/04/2015,Yes,NO
O&R,Other,DGINT-03444,WEST,Slate Hill,10973,103-1-13,Westtown,NO,0,9,,,,,,,,,,,,,,NM,NO,25/03/2015,25/03/2015,1,25/03/2015,,,,,,,,,,,,,,,,,04/05/2015,04/05/2015,Yes,NO
O&R,Other,DGINT-03445,EAST,Monsey,10952,44-5-13,Monsey,NO,0,16.8,,,,,,,,,,,,,,NM,NO,26/03/2015,26/03/2015,1,26/03/2015,,,,,,,,,,,,,,,,,24/06/2015,24/06/2015,Yes,NO
O&R,Other,DGINT-03446,EAST,Monsey,10952,44-6-13,Monsey,NO,0,17.6,,,,,,,,,,,,,,NM,NO,26/03/2015,26/03/2015,1,26/03/2015,,,,,,,,,,,,,,,,,28/05/2015,28/05/2015,Yes,NO
O&R,Other,DGINT-03447,WEST,Middletown,10940,103-4-13,Westtown,NO,0,6,,,,,,,,,,,,,,NM,NO,27/03/2015,27/03/2015,1,27/03/2015,,,,,,,,,,,,,,,,,09/06/2015,09/06/2015,Yes,NO
O&R,Other,DGINT-03448,WEST,Montgomery,12549,102-2-13,Bullville,NO,0,13.6,,,,,,,,,,,,,,NM,NO,27/03/2015,27/03/2015,1,27/03/2015,,,,,,,,,,,,,,,,,04/05/2015,04/05/2015,Yes,NO
O&R,Other,DGINT-03449,EAST,Congers,10920,22-7-13,Congers,NO,0,12,,,,,,,,,,,,,,NM,NO,27/03/2015,27/03/2015,1,27/03/2015,,,,,,,,,,,,,,,,,28/05/2015,28/05/2015,Yes,NO
O&R,Other,DGINT-03450,EAST,New City,10956,45-4-13,New Hempstead,NO,0,5,,,,,,,,,,,,,,NM,NO,27/03/2015,27/03/2015,1,27/03/2015,,,,,,,,,,,,,,,,,11/05/2015,11/05/2015,Yes,NO
O&R,Other,DGINT-03451,WEST,Mount Hope,10940,41457,Otisville,NO,0,7.6,,,,,,,,,,,,,,NM,NO,01/07/2015,01/07/2015,1,01/07/2015,,,,,,,,,,,,,,,,,21/07/2015,21/07/2015,Yes,NO
O&R,Other,DGINT-03452,WEST,Slate Hill,10973,103-1-13,Westtown,NO,0,9,,,,,,,,,,,,,,NM,NO,27/03/2015,27/03/2015,1,27/03/2015,,,,,,,,,,,,,,,,,21/05/2015,21/05/2015,Yes,NO
O&R,Other,DGINT-03453,WEST,Pine Bush,12566,102-3-13,Bullville,NO,0,6.88,,,,,,,,,,,,,,NM,NO,27/03/2015,27/03/2015,1,27/03/2015,,,,,,,,,,,,,,,,,03/06/2015,03/06/2015,Yes,NO
